PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",1,0.33400351847197784,1,0,11668,0.3230769230769231,False,True
43,0,3,"Kraeff, Mr. Theodor",0,0.3465694898215632,0,0,349253,0.12147384615384615,False,False
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",1,0.032420206081930136,1,2,SC/Paris 2123,0.63968,False,False
45,1,3,"Devaney, Miss. Margaret Delia",1,0.23347574767529528,0,0,330958,0.12121846153846154,True,False
46,0,3,"Rogers, Mr. William John",0,0.3465694898215632,0,0,S.C./A.4. 23567,0.12384615384615386,False,True
47,0,3,"Lennon, Mr. Denis",0,0.3465694898215632,1,0,370371,0.23846153846153847,True,False
48,1,3,"O'Driscoll, Miss. Bridget",1,0.3465694898215632,0,0,14311,0.11923076923076924,True,False
49,0,3,"Samaan, Mr. Youssef",0,0.3465694898215632,2,0,2662,0.33352615384615386,False,False
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",1,0.22090977632570996,1,0,349237,0.27384615384615385,False,True
51,0,3,"Panula, Master. Juha Niilo",0,0.08268409148027142,4,1,3101295,0.6105769230769231,False,True
52,0,3,"Nosworthy, Mr. Richard Cater",0,0.2586076903744659,0,0,A/4. 39886,0.12,False,True
54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",1,0.35913546117114853,1,0,2926,0.4,False,True
55,0,1,"Ostby, Mr. Engelhart Cornelius",0,0.8115104297562201,0,1,113509,0.9535261538461538,False,False
56,1,1,"Woolner, Mr. Hugh",0,0.3465694898215632,0,0,19947,0.5461538461538461,False,True
57,1,2,"Rugg, Miss. Emily",1,0.2586076903744659,0,0,C.A. 31026,0.16153846153846155,False,True
58,0,3,"Novel, Mr. Mansouer",0,0.35285247549635584,0,0,2697,0.11121846153846153,False,False
59,1,2,"West, Miss. Constance Mirium",1,0.05755214878110078,1,2,C.A. 34651,0.4269230769230769,False,True
60,0,3,"Goodwin, Master. William Frederick",0,0.13294797687861273,5,2,CA 2144,0.7215384615384615,False,True
61,0,3,"Sirayanian, Mr. Orsen",0,0.2711736617240513,0,0,2669,0.11121846153846153,False,False
64,0,3,"Skoog, Master. Harald",0,0.04498617743151546,3,2,347088,0.4292307692307692,False,True
65,0,1,"Stewart, Mr. Albert A",0,0.3465694898215632,0,0,PC 17605,0.42647384615384615,False,False
66,1,3,"Moubarek, Master. Gerios",0,0.3465694898215632,1,1,2661,0.23455076923076923,False,False
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",1,0.35913546117114853,0,0,C.A. 29395,0.16153846153846155,False,True
68,0,3,"Crease, Mr. Ernest James",0,0.23347574767529528,0,0,S.P. 3464,0.1255123076923077,False,True
69,1,3,"Andersson, Miss. Erna Alexandra",1,0.20834380497612465,4,2,3101281,0.12192307692307693,False,True
70,0,3,"Kink, Mr. Vincenz",0,0.32143754712239253,2,0,315151,0.13326923076923075,False,True
71,0,2,"Jenkin, Mr. Stephen Curnow",0,0.39683337521990447,0,0,C.A. 33111,0.16153846153846155,False,True
72,0,3,"Goodwin, Miss. Lillian Amy",1,0.19577783362653933,5,2,CA 2144,0.7215384615384615,False,True
74,0,3,"Chronopoulos, Mr. Apostolos",0,0.32143754712239253,1,0,2680,0.2223723076923077,False,False
75,1,3,"Bing, Mr. Lee",0,0.39683337521990447,0,0,1601,0.8691661538461539,False,True
76,0,3,"Moen, Mr. Sigurd Hansen",0,0.3088715757728072,0,0,348123,0.1176923076923077,False,True
77,0,3,"Staneff, Mr. Ivan",0,0.3465694898215632,0,0,349208,0.12147384615384615,False,True
78,0,3,"Moutal, Mr. Rahamin Haim",0,0.3465694898215632,0,0,374746,0.12384615384615386,False,True
79,1,2,"Caldwell, Master. Alden Gates",0,0.005152048253329982,0,2,248738,0.4461538461538462,False,True
80,1,3,"Dowdell, Miss. Elizabeth",1,0.37170143252073384,0,0,364516,0.19192307692307692,False,True
81,0,3,"Waelens, Mr. Achille",0,0.2711736617240513,0,0,345767,0.13846153846153847,False,True
82,1,3,"Sheerlinck, Mr. Jan Baptist",0,0.35913546117114853,0,0,345779,0.14615384615384616,False,True
83,1,3,"McDermott, Miss. Brigdet Delia",1,0.3465694898215632,0,0,330932,0.1198076923076923,True,False
84,0,1,"Carrau, Mr. Francisco M",0,0.3465694898215632,0,0,113059,0.7246153846153847,False,True
85,1,2,"Ilett, Miss. Bertha",1,0.20834380497612465,0,0,SO/C 14885,0.16153846153846155,False,True
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",1,0.4093993465694898,3,0,3101278,0.24384615384615385,False,True
87,0,3,"Ford, Mr. William Neal",0,0.19577783362653933,1,3,W./C. 6608,0.5288461538461539,False,True
88,0,3,"Slocovski, Mr. Selman Francis",0,0.3465694898215632,0,0,SOTON/OQ 392086,0.12384615384615386,False,True
90,0,3,"Celotti, Mr. Francesco",0,0.2963056044232219,0,0,343275,0.12384615384615386,False,True
91,0,3,"Christmann, Mr. Emil",0,0.35913546117114853,0,0,343276,0.12384615384615386,False,True
92,0,3,"Andreasson, Mr. Paul Edvin",0,0.24604171902488062,0,0,347466,0.12083384615384615,False,True
93,0,1,"Chaffee, Mr. Herbert Fuller",0,0.572756974114099,1,0,W.E.P. 5734,0.9411538461538461,False,True
94,0,3,"Dean, Mr. Bertram Frank",0,0.32143754712239253,1,2,C.A. 2315,0.31653846153846155,False,True
95,0,3,"Coxon, Mr. Daniel",0,0.7361146016587082,0,0,364500,0.11153846153846154,False,True
96,0,3,"Shorney, Mr. Charles Joseph",0,0.3465694898215632,0,0,374910,0.12384615384615386,False,True
97,0,1,"Goldschmidt, Mr. George B",0,0.8869062578537321,0,0,PC 17754,0.5331415384615386,False,False
98,1,1,"Greenfield, Mr. William Bertram",0,0.2837396330736366,0,1,PC 17759,0.9747430769230769,False,False
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",1,0.42196531791907516,0,1,231919,0.35384615384615387,False,True
100,0,2,"Kantor, Mr. Sinai",0,0.42196531791907516,1,0,244367,0.4,False,True
101,0,3,"Petranec, Miss. Matilda",1,0.3465694898215632,0,0,349245,0.12147384615384615,False,True
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",0,0.3465694898215632,0,0,349215,0.12147384615384615,False,True
104,0,3,"Johansson, Mr. Gustaf Joel",0,0.4093993465694898,0,0,7540,0.13314153846153845,False,True
105,0,3,"Gustafsson, Mr. Anders Vilhelm",0,0.4596632319678311,2,0,3101276,0.12192307692307693,False,True
106,0,3,"Mionoff, Mr. Stoytcho",0,0.3465694898215632,0,0,349207,0.12147384615384615,False,True
107,1,3,"Salkjelsvik, Miss. Anna Kristine",1,0.2586076903744659,0,0,343120,0.1176923076923077,False,True
108,1,3,"Moss, Mr. Albert Johan",0,0.3465694898215632,0,0,312991,0.11961538461538462,False,True
109,0,3,"Rekic, Mr. Tido",0,0.4722292033174164,0,0,349249,0.12147384615384615,False,True
110,1,3,"Moran, Miss. Bertha",1,0.3465694898215632,1,0,371110,0.37153846153846154,True,False
111,0,1,"Porter, Mr. Walter Chamberlain",0,0.5853229454636844,0,0,110465,0.8,False,True
112,0,3,"Zabour, Miss. Hileni",1,0.17692887660216136,1,0,2665,0.2223723076923077,False,False
113,0,3,"Barton, Mr. David John",0,0.2711736617240513,0,0,324669,0.12384615384615386,False,True
114,0,3,"Jussila, Miss. Katriina",1,0.24604171902488062,1,0,4136,0.15115384615384614,False,True
115,0,3,"Attalah, Miss. Malake",1,0.20834380497612465,0,0,2627,0.22243538461538462,False,False
116,0,3,"Pekoniemi, Mr. Edvard",0,0.2586076903744659,0,0,STON/O 2. 3101294,0.12192307692307693,False,True
117,0,3,"Connors, Mr. Patrick",0,0.8806232721789394,0,0,370369,0.11923076923076924,True,False
118,0,2,"Turpin, Mr. William John Robert",0,0.35913546117114853,1,0,11668,0.3230769230769231,False,True
120,0,3,"Andersson, Miss. Ellis Anna Maria",1,0.01985423473234481,4,2,347082,0.48115384615384615,False,True
122,0,3,"Moore, Mr. Leonard Charles",0,0.3465694898215632,0,0,A4. 54510,0.12384615384615386,False,True
123,0,2,"Nasser, Mr. Nicholas",0,0.40311636089469716,1,0,237736,0.4626276923076923,False,False
124,1,2,"Webber, Miss. Susan",1,0.40311636089469716,0,0,27267,0.2,False,True
126,1,3,"Nicola-Yarred, Master. Elias",0,0.14551394822819805,1,0,2651,0.17294923076923077,False,False
127,0,3,"McMahon, Mr. Martin",0,0.3465694898215632,0,0,370372,0.11923076923076924,True,False
128,1,3,"Madsen, Mr. Fridtjof Arne",0,0.2963056044232219,0,0,C 17369,0.1098723076923077,False,True
129,1,3,"Peter, Miss. Anna",1,0.3465694898215632,1,1,2668,0.34397384615384613,False,False
130,0,3,"Ekstrom, Mr. Johan",0,0.5601910027645137,0,0,347061,0.1073076923076923,False,True
131,0,3,"Drazenoic, Mr. Jozef",0,0.4093993465694898,0,0,349241,0.12147384615384615,False,False
132,0,3,"Coelho, Mr. Domingos Fernandeo",0,0.24604171902488062,0,0,SOTON/O.Q. 3101307,0.10846153846153846,False,True
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",1,0.5853229454636844,1,0,A/5. 3337,0.2230769230769231,False,True
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,0.35913546117114853,1,0,228414,0.4,False,True
135,0,2,"Sobey, Mr. Samuel James Hayden",0,0.3088715757728072,0,0,C.A. 29178,0.2,False,True
136,0,2,"Richard, Mr. Emile",0,0.2837396330736366,0,0,SC/PARIS 2133,0.23147384615384614,False,False
137,1,1,"Newsom, Miss. Helen Monypeny",1,0.23347574767529528,0,2,11752,0.40435846153846156,False,True
138,0,1,"Futrelle, Mr. Jacques Heath",0,0.4596632319678311,1,0,113803,0.816923076923077,False,True
139,0,3,"Osen, Mr. Olaf Elon",0,0.19577783362653933,0,0,7534,0.1417953846153846,False,True
141,0,3,"Boulos, Mrs. Joseph (Sultana)",1,0.3465694898215632,0,2,2678,0.23455076923076923,False,False
142,1,3,"Nysten, Miss. Anna Sofia",1,0.2711736617240513,0,0,347081,0.11923076923076924,False,True
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",1,0.2963056044232219,1,0,STON/O2. 3101279,0.24384615384615385,False,True
144,0,3,"Burke, Mr. Jeremiah",0,0.23347574767529528,0,0,365222,0.10384615384615385,True,False
145,0,2,"Andrew, Mr. Edgardo Samuel",0,0.22090977632570996,0,0,231945,0.17692307692307693,False,True
146,0,2,"Nicholls, Mr. Joseph Charles",0,0.23347574767529528,1,1,C.A. 33112,0.5653846153846154,False,True
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",0,0.33400351847197784,0,0,350043,0.11993538461538461,False,True
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",1,0.10781603417944208,2,2,W./C. 6608,0.5288461538461539,False,True
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",0,0.4533802462930384,0,2,230080,0.4,False,True
150,0,2,"Byles, Rev. Thomas Roussel Davids",0,0.5224930887157577,0,0,244310,0.2,False,True
151,0,2,"Bateman, Rev. Robert James",0,0.6355868308620256,0,0,S.O.P. 1166,0.1926923076923077,False,True
153,0,3,"Meo, Mr. Alfonzo",0,0.6921337019351596,0,0,A.5. 11206,0.12384615384615386,False,True
154,0,3,"van Billiard, Mr. Austin Blyler",0,0.5036441316913798,0,2,A/5. 851,0.2230769230769231,False,True
155,0,3,"Olsen, Mr. Ole Martin",0,0.3465694898215632,0,0,Fa 265302,0.1125,False,True
156,0,1,"Williams, Mr. Charles Duane",0,0.6355868308620256,0,1,PC 17597,0.9442953846153845,False,False
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",1,0.19577783362653933,0,0,35851,0.11897384615384615,True,False
158,0,3,"Corn, Mr. Harry",0,0.37170143252073384,0,0,SOTON/OQ 392090,0.12384615384615386,False,True
159,0,3,"Smiljanic, Mr. Mile",0,0.3465694898215632,0,0,315037,0.13326923076923075,False,True
161,0,3,"Cribb, Mr. John Hatfield",0,0.5476250314149284,0,1,371362,0.2476923076923077,False,True
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",1,0.4973611460165871,0,0,C.A. 33595,0.2423076923076923,False,True
163,0,3,"Bengtsson, Mr. John Viktor",0,0.32143754712239253,0,0,347068,0.11961538461538462,False,True
164,0,3,"Calic, Mr. Jovo",0,0.20834380497612465,0,0,315093,0.13326923076923075,False,True
165,0,3,"Panula, Master. Eino Viljami",0,0.007288263382759489,4,1,3101295,0.6105769230769231,False,True
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",0,0.10781603417944208,0,2,363291,0.31576923076923075,False,True
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",1,0.3465694898215632,0,1,113505,0.8461538461538461,False,True
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1,0.5601910027645137,1,4,347088,0.4292307692307692,False,True
169,0,1,"Baumann, Mr. John D",0,0.3465694898215632,0,0,PC 17318,0.39884615384615385,False,True
170,0,3,"Ling, Mr. Lee",0,0.3465694898215632,0,0,1601,0.8691661538461539,False,True
171,0,1,"Van der hoef, Mr. Wyckoff",0,0.7612465443578789,0,0,111240,0.5153846153846153,False,True
172,0,3,"Rice, Master. Arthur",0,0.04498617743151546,4,1,382652,0.4480769230769231,True,False
173,1,3,"Johnson, Miss. Eleanor Ileen",1,0.007288263382759489,1,1,347742,0.17128153846153846,False,True
174,0,3,"Sivola, Mr. Antti Wilhelm",0,0.2586076903744659,0,0,STON/O 2. 3101280,0.12192307692307693,False,True
175,0,1,"Smith, Mr. James Clinch",0,0.6984166876099522,0,0,17764,0.4722430769230769,False,False
176,0,3,"Klasen, Mr. Klas Albin",0,0.22090977632570996,1,1,350404,0.12083384615384615,False,True
177,0,3,"Lefebre, Master. Henry Forbes",0,0.3465694898215632,3,1,4133,0.3917953846153846,False,True
178,0,1,"Isham, Miss. Ann Elizabeth",1,0.6230208595124404,0,0,PC 17595,0.4417307692307692,False,False
179,0,2,"Hale, Mr. Reginald",0,0.37170143252073384,0,0,250653,0.2,False,True
180,0,3,"Leonard, Mr. Lionel",0,0.4470972606182458,0,0,LINE,0.0,False,True
182,0,2,"Pernot, Mr. Rene",0,0.3465694898215632,0,0,SC/PARIS 2131,0.23153846153846155,False,False
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",0,0.10781603417944208,4,2,347077,0.48288461538461536,False,True
184,1,2,"Becker, Master. Richard F",0,0.007288263382759489,2,1,230136,0.6,False,True
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",1,0.04498617743151546,0,2,315153,0.3388461538461538,False,True
186,0,1,"Rood, Mr. Hugh Roscoe",0,0.3465694898215632,0,0,113767,0.7692307692307693,False,True
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,0.3465694898215632,1,0,370365,0.23846153846153847,True,False
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,0.5601910027645137,0,0,111428,0.4084615384615385,False,True
189,0,3,"Bourke, Mr. John",0,0.4973611460165871,1,1,364849,0.23846153846153847,True,False
190,0,3,"Turcin, Mr. Stjepan",0,0.4470972606182458,0,0,349247,0.12147384615384615,False,True
191,1,2,"Pinsky, Mrs. (Rosa)",1,0.39683337521990447,0,0,234604,0.2,False,True
192,0,2,"Carbines, Mr. William",0,0.23347574767529528,0,0,28424,0.2,False,True
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,0.23347574767529528,1,0,350046,0.12083384615384615,False,True
194,1,2,"Navratil, Master. Michel M",0,0.032420206081930136,1,1,230080,0.4,False,True
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",1,0.5476250314149284,0,0,PC 17610,0.42647384615384615,False,False
197,0,3,"Mernagh, Mr. Robert",0,0.3465694898215632,0,0,368703,0.11923076923076924,True,False
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,0.5224930887157577,0,1,4579,0.12929538461538462,False,True
199,1,3,"Madigan, Miss. Margaret ""Maggie""",1,0.3465694898215632,0,0,370370,0.11923076923076924,True,False
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",1,0.2963056044232219,0,0,248747,0.2,False,True
201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,0.3465694898215632,0,0,345770,0.14615384615384616,False,True
203,0,3,"Johanson, Mr. Jakob Alfred",0,0.42196531791907516,0,0,3101264,0.09993538461538462,False,True
204,0,3,"Youseff, Mr. Gerious",0,0.5664739884393063,0,0,2628,0.11115384615384614,False,False
205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,0.22090977632570996,0,0,A/5 3540,0.12384615384615386,False,True
206,0,3,"Strom, Miss. Telma Matilda",1,0.01985423473234481,0,1,347054,0.16096153846153846,False,True
207,0,3,"Backstrom, Mr. Karl Alfred",0,0.39683337521990447,1,0,3101278,0.24384615384615385,False,True
208,1,3,"Albimona, Mr. Nassef Cassem",0,0.32143754712239253,0,0,2699,0.2890384615384616,False,False
209,1,3,"Carr, Miss. Helen ""Ellen""",1,0.19577783362653933,0,0,367231,0.11923076923076924,True,False
210,1,1,"Blank, Mr. Henry",0,0.4973611460165871,0,0,112277,0.47692307692307695,False,False
211,0,3,"Ali, Mr. Ahmed",0,0.2963056044232219,0,0,SOTON/O.Q. 3101311,0.10846153846153846,False,True
212,1,2,"Cameron, Miss. Clear Annie",1,0.43453128926866047,0,0,F.C.C. 13528,0.3230769230769231,False,True
213,0,3,"Perkin, Mr. John Henry",0,0.2711736617240513,0,0,A/5 21174,0.11153846153846154,False,True
214,0,2,"Givard, Mr. Hans Kristensen",0,0.37170143252073384,0,0,250646,0.2,False,True
215,0,3,"Kiernan, Mr. Philip",0,0.3465694898215632,1,0,367229,0.11923076923076924,True,False
217,1,3,"Honkanen, Miss. Eliina",1,0.33400351847197784,0,0,STON/O2. 3101283,0.12192307692307693,False,True
218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,0.5224930887157577,1,0,243847,0.4153846153846154,False,True
220,0,2,"Harris, Mr. Walter",0,0.37170143252073384,0,0,W/C 14208,0.16153846153846155,False,True
221,1,3,"Sunderland, Mr. Victor Francis",0,0.19577783362653933,0,0,SOTON/OQ 392089,0.12384615384615386,False,True
222,0,2,"Bracken, Mr. James H",0,0.33400351847197784,0,0,220367,0.2,False,True
223,0,3,"Green, Mr. George Henry",0,0.6355868308620256,0,0,21440,0.12384615384615386,False,True
224,0,3,"Nenkoff, Mr. Christo",0,0.3465694898215632,0,0,349234,0.12147384615384615,False,True
226,0,3,"Berglund, Mr. Karl Ivar Sven",0,0.2711736617240513,0,0,PP 4348,0.14384615384615385,False,True
227,1,2,"Mellors, Mr. William John",0,0.23347574767529528,0,0,SW/PP 751,0.16153846153846155,False,True
228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,0.2523247046996733,0,0,A/5 21173,0.11153846153846154,False,True
229,0,2,"Fahlstrom, Mr. Arne Jonas",0,0.22090977632570996,0,0,236171,0.2,False,True
230,0,3,"Lefebre, Miss. Mathilde",1,0.3465694898215632,3,1,4133,0.3917953846153846,False,True
232,0,3,"Larsson, Mr. Bengt Edvin",0,0.35913546117114853,0,0,347067,0.11961538461538462,False,True
233,0,2,"Sjostedt, Mr. Ernst Adolf",0,0.7361146016587082,0,0,237442,0.2076923076923077,False,True
234,1,3,"Asplund, Miss. Lillian Gertrud",1,0.05755214878110078,4,2,347077,0.48288461538461536,False,True
235,0,2,"Leyson, Mr. Robert William Norman",0,0.2963056044232219,0,0,C.A. 29566,0.16153846153846155,False,True
236,0,3,"Harknett, Miss. Alice Phoebe",1,0.3465694898215632,0,0,W./C. 6609,0.11615384615384615,False,True
237,0,2,"Hold, Mr. Stephen",0,0.5476250314149284,1,0,26707,0.4,False,True
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,0.09525006282985675,0,2,C.A. 31921,0.40384615384615385,False,True
239,0,2,"Pengelly, Mr. Frederick William",0,0.23347574767529528,0,0,28665,0.16153846153846155,False,True
240,0,2,"Hunt, Mr. George Henry",0,0.4093993465694898,0,0,SCO/W 1585,0.18884615384615386,False,True
241,0,3,"Zabour, Miss. Thamine",1,0.3465694898215632,1,0,2665,0.2223723076923077,False,False
242,1,3,"Murphy, Miss. Katherine ""Kate""",1,0.3465694898215632,1,0,367230,0.23846153846153847,True,False
243,0,2,"Coleridge, Mr. Reginald Charles",0,0.35913546117114853,0,0,W./C. 14263,0.16153846153846155,False,True
244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,0.2711736617240513,0,0,STON/O 2. 3101275,0.10961538461538461,False,True
245,0,3,"Attalah, Mr. Sleiman",0,0.37170143252073384,0,0,2694,0.11115384615384614,False,False
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,0.3088715757728072,0,0,347071,0.11961538461538462,False,True
248,1,2,"Hamalainen, Mrs. William (Anna)",1,0.2963056044232219,0,2,250649,0.2230769230769231,False,True
249,1,1,"Beckwith, Mr. Richard Leonard",0,0.4596632319678311,1,1,11751,0.8085261538461539,False,True
250,0,2,"Carter, Rev. Ernest Courtenay",0,0.6732847449107816,1,0,244252,0.4,False,True
251,0,3,"Reed, Mr. James George",0,0.3465694898215632,0,0,362316,0.11153846153846154,False,True
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,0.35913546117114853,1,1,347054,0.16096153846153846,False,True
253,0,1,"Stead, Mr. William Thomas",0,0.7738125157074642,0,0,113514,0.4084615384615385,False,True
254,0,3,"Lobb, Mr. William Arthur",0,0.37170143252073384,1,0,A/5. 3336,0.2476923076923077,False,True
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,0.5099271173661724,0,2,370129,0.31096153846153846,False,True
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,0.35913546117114853,0,2,2650,0.23455076923076923,False,False
260,1,2,"Parrish, Mrs. (Lutie Davis)",1,0.6230208595124404,0,1,230433,0.4,False,True
261,0,3,"Smith, Mr. Thomas",0,0.3465694898215632,0,0,384461,0.11923076923076924,True,False
262,1,3,"Asplund, Master. Edvin Rojj Felix",0,0.032420206081930136,4,2,347077,0.48288461538461536,False,True
264,0,1,"Harrison, Mr. William",0,0.4973611460165871,0,0,112059,0.0,False,True
265,0,3,"Henry, Miss. Delia",1,0.3465694898215632,0,0,382649,0.11923076923076924,True,False
266,0,2,"Reeves, Mr. David",0,0.4470972606182458,0,0,C.A. 17248,0.16153846153846155,False,True
267,0,3,"Panula, Mr. Ernesti Arvid",0,0.19577783362653933,4,1,3101295,0.6105769230769231,False,True
268,1,3,"Persson, Mr. Ernst Ulrik",0,0.3088715757728072,1,0,347083,0.11961538461538462,False,True
271,0,1,"Cairns, Mr. Alexander",0,0.3465694898215632,0,0,113798,0.47692307692307695,False,True
272,1,3,"Tornquist, Mr. William Henry",0,0.3088715757728072,0,0,LINE,0.0,False,True
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,0.5099271173661724,0,1,250644,0.3,False,True
274,0,1,"Natsch, Mr. Charles H",0,0.4596632319678311,0,1,PC 17596,0.45692307692307693,False,False
275,1,3,"Healy, Miss. Hanora ""Nora""",1,0.3465694898215632,0,0,370375,0.11923076923076924,True,False
